battery_id,battery_formula,working_ion,elements,formula_charge,formula_discharge,max_delta_volume,average_voltage,capacity_grav,energy_grav,stability_charge,stability_discharge,material_ids,fields_not_requested
mp-756024_Mg,Mg0-0.5Cr(SbO3)2,Mg,"['Cr', 'Sb', 'O']",Cr(SbO3)2,MgCr2(SbO3)4,0.13117563729154602,0.492211082499996,66.39535541937965,32.68052976394487,0.06292754208333101,0.23171837250000302,"['mp-brajw', 'mp-ewzac', 'mp-ewwzw']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756011_Mg,Mg0-0.5Fe5(O4F)2,Mg,"['Fe', 'O', 'F']",Fe5(O4F)2,MgFe10(O4F)4,0.048614587820247,2.796571920000009,58.59918680701073,163.87684035932125,0.13157454598148102,0.18229327039426302,"['mp-brajj', 'mp-csgjk', 'mp-cseve', 'mp-csguz', 'mp-csgra', 'mp-cseuu', 'mp-cseqt', 'mp-csflc']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756026_Mg,Mg0-0.5Fe3O5F,Mg,"['Fe', 'O', 'F']",Fe3O5F,MgFe6(O5F)2,0.12481724158895001,2.948423809999999,96.17196045259188,283.55569805280015,0.140085916790124,0.206405143421052,"['mp-brajy', 'mp-ewxuo', 'mp-ewylt']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756008_Mg,Mg0-0.5GeWO4,Mg,"['Ge', 'W', 'O']",GeWO4,MgGe2(WO4)2,0.07164498610042801,0.9366345249999991,80.57443131383448,75.46879420077846,0.19173927944444202,0.303201868782046,"['mp-brajg', 'mp-ewfue', 'mp-ewsyp']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756043_Mg,Mg0-1Mn3CrO8,Mg,"['Mn', 'Cr', 'O']",Mn3CrO8,MgMn3CrO8,0.060151148683056,3.080755714999999,145.22201814946732,447.3935623578051,0.07469319270831801,0.05186022588943601,"['mp-brakp', 'mp-ewsye', 'mp-ewghz']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756112_Mg,Mg0-0.5Co(BiO3)2,Mg,"['Co', 'Bi', 'O']",Co(BiO3)2,MgCo2(BiO3)4,0.07241912725553801,2.012121205000004,45.811138592434126,92.17756338703074,0.017431471851852003,0.138890319999979,"['mp-brang', 'mp-ewxnl', 'mp-ewxdw']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756123_Mg,Mg0-1Tm6WO12,Mg,"['Tm', 'W', 'O']",Tm6WO12,Tm6MgWO12,0.028536053858869002,0.10746174499999901,37.91563248468062,4.074480029582442,0.0,0.12726892062501302,"['mp-branr', 'mp-ewxlb', 'mp-ewydb']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756265_Mg,Mg0-1Mn4CuO8,Mg,"['Mn', 'Cu', 'O']",Mn4CuO8,MgMn4CuO8,0.052757108509583005,2.505560964999998,123.05592663298651,308.32412628351466,0.08998885395832401,0.12173036191964601,"['mp-bratd', 'mp-ewuse', 'mp-ewuqn']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756301_Mg,Mg0-0.5Cd(CoO2)2,Mg,"['Cd', 'Co', 'O']",Cd(CoO2)2,MgCd2(CoO2)4,0.21417141951295202,0.642495435000005,87.46434970754058,56.19544541233887,0.0,0.24518857147916803,"['mp-braun', 'mp-cweka', 'mp-cpbiw', 'mp-exavg', 'mp-exmxz', 'mp-exakg']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756126_Mg,Mg0-1MnV5O12,Mg,"['Mn', 'V', 'O']",MnV5O12,MgMnV5O12,0.012776930774992002,1.6297477650000092,101.9177498875431,166.1002250930533,0.061509615000002,0.12677960828947402,"['mp-branu', 'mp-ewypz']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756271_Mg,Mg0-0.5Cu(NiO2)2,Mg,"['Cu', 'Ni', 'O']",Cu(NiO2)2,MgCu2(NiO2)4,0.068134775948961,1.657551414999997,104.25229039101353,172.80353145461513,0.015204775446425001,0.213609706333333,"['mp-bratj', 'mp-ewuwd', 'mp-ewuwh']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756341_Mg,Mg0-0.5Cd(NiO2)2,Mg,"['Cd', 'Ni', 'O']",Cd(NiO2)2,MgCd2(NiO2)4,0.251685580560485,0.442470394999998,87.60145484039568,38.76105032580439,0.0037566166666650005,0.353159254333338,"['mp-brawb', 'mp-exadc']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756345_Mg,Mg0-1V2NiO6,Mg,"['V', 'Ni', 'O']",V2NiO6,MgV2NiO6,0.0055331793379240005,2.429027967500002,190.8408649267681,463.55779824901,0.090799198888889,0.078739018000003,"['mp-brawf', 'mp-ewduv', 'mp-ewmip', 'mp-ewdtd']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756450_Mg,Mg0-0.5CrPO5,Mg,"['Cr', 'P', 'O']",CrPO5,MgCr2(PO5)2,0.14707304802377302,2.510262180000002,153.0469323281562,384.18792598839025,0.043133437142857,0.177027978699995,"['mp-brbag', 'mp-exauo', 'mp-exaur', 'mp-exasr']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756465_Mg,Mg0-0.5VGa2O5,Mg,"['V', 'Ga', 'O']",VGa2O5,MgV2(Ga2O5)2,0.09996946333361101,0.965442295,94.86007547812815,91.58192897347726,0.043249628124999,0.174639278308818,"['mp-brbav', 'mp-ewvjl']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756350_Mg,Mg0-0.33TiNbO4,Mg,"['Ti', 'Nb', 'O']",TiNbO4,MgTi3Nb3O12,0.050017970730490004,0.44608700000001306,83.93588550100516,37.44270735548805,0.042188103055561005,0.12774051714283602,"['mp-brawk', 'mp-ewukr', 'mp-ewujj', 'mp-ewukv']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756398_Mg,Mg0-1Mn3VO8,Mg,"['Mn', 'V', 'O']",Mn3VO8,MgMn3VO8,0.084221969442538,2.676832929999999,145.63812659219974,389.84893312550906,0.113040219895832,0.13890893329325302,"['mp-brayg', 'mp-ewgfe', 'mp-ewssb']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756368_Mg,Mg0-1Te(WO4)3,Mg,"['Te', 'W', 'O']",Te(WO4)3,MgTe(WO4)3,0.086524538006296,1.9999665749999922,59.86363269830886,119.72526445469431,0.021279072421874,0.12400531558823501,"['mp-braxc', 'mp-ewvju']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756400_Mg,Mg0-0.5NdBiO4,Mg,"['Nd', 'Bi', 'O']",NdBiO4,Nd2Mg(BiO4)2,0.11241492425148501,1.734955255,62.42011573951264,108.29610781997566,0.0,0.134061062980766,"['mp-brayi', 'mp-ewhbt', 'mp-ewiev']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756457_Mg,Mg0-0.5ErNbO4,Mg,"['Er', 'Nb', 'O']",ErNbO4,Er2MgNb2O8,0.09416884290888401,-0.9244245500000001,79.69148831734981,-73.66876822659638,0.024109635833333,0.29433944615385904,"['mp-brban', 'mp-ewghy']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756473_Mg,Mg0-0.5WSCl4,Mg,"['W', 'S', 'Cl']",WSCl4,MgW2(SCl4)2,0.120483950925361,1.018217064999999,72.46199306880911,73.78203790657308,0.000754151770832,0.18196155153846302,"['mp-fhwgd', 'mp-brbbd', 'mp-ewfyo']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756413_Mg,Mg0-0.5VCoO4,Mg,"['V', 'Co', 'O']",VCoO4,MgV2(CoO4)2,0.14326916094722,3.389259155000002,144.07477855499798,488.30676222212486,0.103861635000001,0.036143850961525004,"['mp-brayv', 'mp-ewhnx']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756513_Mg,Mg0-1Mn3CuO8,Mg,"['Mn', 'Cu', 'O']",Mn3CuO8,MgMn3CuO8,0.05133863304445,3.180677094999997,140.8157282547649,447.8893614756747,0.074407050677082,0.064673454102563,"['mp-brbcr', 'mp-ewhct', 'mp-ewgks', 'mp-ewgvx']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756496_Mg,Mg0-1La4MnO8,Mg,"['La', 'Mn', 'O']",La4MnO8,La4MgMnO8,0.08595512019031701,1.841490034999997,70.26578075597776,129.3937350636276,0.16472726734935703,0.127282471270588,"['mp-brbca', 'mp-ewunl', 'mp-ewryo']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756525_Mg,Mg0-1Mn3CuO8,Mg,"['Mn', 'Cu', 'O']",Mn3CuO8,MgMn3CuO8,0.055687973782317005,3.060045069999998,140.8157282547649,430.9024750244528,0.06300942234374901,0.072711339487178,"['mp-brbdd', 'mp-ewgrb', 'mp-ewgiz']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756562_Mg,Mg0-1Mn3FeO8,Mg,"['Mn', 'Fe', 'O']",Mn3FeO8,MgMn3FeO8,0.050380937713522006,3.010906225000004,143.72334262856774,432.737506998163,0.09361480166666601,0.09358550074519001,"['mp-brbeo', 'mp-ewgbf', 'mp-excos', 'mp-ewfzy']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756482_Mg,Mg0-1Mn3CoO8,Mg,"['Mn', 'Co', 'O']",Mn3CoO8,MgMn3CoO8,0.061947790686397004,3.182558079999997,142.5430511157134,453.65153907616633,0.07721577645833301,0.05416822771254701,"['mp-brbbm', 'mp-ewsgx', 'mp-ewsel', 'mp-ewgub']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756479_Mg,Mg0-1Lu6WO12,Mg,"['Lu', 'W', 'O']",Lu6WO12,Lu6MgWO12,0.054351366010637,-0.007702329999996001,36.9690950553449,-0.284748169917494,0.0,0.141316275312508,"['mp-brbbj', 'mp-ewwwj', 'mp-ewwwq']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756585_Mg,Mg0-0.5Sr3W2O9,Mg,"['Sr', 'W', 'O']",Sr3W2O9,Sr6Mg(W2O9)2,0.054930172933999,-0.17426930999999501,34.068794499571545,-5.937145309971963,0.071648399642858,0.198035182528737,"['mp-brbfl', 'mp-csenu']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756589_Mg,Mg0-1TiMn3O8,Mg,"['Ti', 'Mn', 'O']",TiMn3O8,MgTiMn3O8,0.083345819786624,2.850578985000003,146.86494116398524,418.65011491531817,0.09397982562500001,0.086662730785263,"['mp-brbfp', 'mp-ewgio', 'mp-exciy', 'mp-ewgst', 'mp-ewgzk']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756709_Mg,Mg0-0.25MnOF2,Mg,"['Mn', 'O', 'F']",MnOF2,MgMn4(OF2)4,0.122123554607202,2.104818169999999,116.51753891651103,245.24823303515439,0.142531057291667,0.340772448529416,"['mp-brbkf', 'mp-exmzl']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756594_Mg,Mg0-1Co(NiO2)4,Mg,"['Co', 'Ni', 'O']",Co(NiO2)4,MgCo(NiO2)4,0.055492500351869006,2.919679449999993,120.1841291541353,350.899132107474,0.038864772051279,0.06641478144841301,"['mp-brbfu', 'mp-ewrpw', 'mp-ewrre', 'mp-exoya']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756661_Mg,Mg0-1Te3WO12,Mg,"['Te', 'W', 'O']",Te3WO12,MgTe3WO12,0.08505849841849901,2.8662872950000042,68.46388345374024,196.23715930981663,0.051501926015625005,0.07576693860294001,"['mp-brbij', 'mp-ewpbj', 'mp-ewvzn', 'mp-ewviq', 'mp-ewvxk']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756668_Mg,Mg0-0.5MnPO4,Mg,"['Mn', 'P', 'O']",MnPO4,MgMn2(PO4)2,0.042055074369012006,3.154642464999999,165.378043745739,521.7085995789358,0.09331610333333401,0.066958154615377,"['mp-brbiq', 'mp-ewfqo']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756750_Mg,Mg0-0.5Dy2TiO5,Mg,"['Dy', 'Ti', 'O']",Dy2TiO5,Dy4MgTi2O10,0.025679288362488003,-0.48780602000000306,57.63554872862337,-28.114967635826016,0.09224154500000001,0.195296045588211,"['mp-brblu', 'mp-ewvgg']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756717_Mg,Mg0-0.25VGeO4,Mg,"['V', 'Ge', 'O']",VGeO4,MgV4(GeO4)4,0.071446294659502,0.187231369999996,69.1989174204686,12.956208111150971,0.09680562777777801,0.254967144999996,"['mp-brbkn', 'mp-csgbp', 'mp-csepd']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756635_Mg,Mg0-1Co3BiO8,Mg,"['Co', 'Bi', 'O']",Co3BiO8,MgCo3BiO8,0.119167693101573,3.173355574999999,99.61891142809466,316.1262279557754,0.086413707777778,0.08721900564102901,"['mp-brbhj', 'mp-exmwt', 'mp-ewfzf', 'mp-ewfqa', 'mp-ewgfc']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756807_Mg,Mg0-0.17FeOF,Mg,"['Fe', 'O', 'F']",FeOF,MgFe6(OF)6,0.177499653438558,1.676078910000005,94.14569169046905,157.79560830975794,0.080470747037038,0.212016604210525,"['mp-brbnz', 'mp-ewxjr', 'mp-ewwxe', 'mp-ewvbu']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756710_Mg,Mg0-1Cr3(FeO4)2,Mg,"['Cr', 'Fe', 'O']",Cr3(FeO4)2,MgCr3(FeO4)2,0.042469797090119006,3.146963384999996,127.6326342675346,401.65522677102723,0.114886948076918,0.038894686249999005,"['mp-brbkg', 'mp-ewuno']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756808_Mg,Mg0-1TiMn3O8,Mg,"['Ti', 'Mn', 'O']",TiMn3O8,MgTiMn3O8,0.05963816173070201,2.524759020000001,146.86494116398524,370.79858492554126,0.07498498812500101,0.119255183092956,"['mp-brboa', 'mp-ewhiw', 'mp-ewgqj']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-757044_Mg,Mg0-1Mn3NiO8,Mg,"['Mn', 'Ni', 'O']",Mn3NiO8,MgMn3NiO8,0.08736207203646501,3.478198839999994,142.63400483422134,496.10943015894225,0.08969966250000101,0.047518063173082006,"['mp-brbxc', 'mp-ewsdo', 'mp-exnbt']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-757061_Mg,Mg0-1Mn4FeO8,Mg,"['Mn', 'Fe', 'O']",Mn4FeO8,MgMn4FeO8,0.024908924846725,2.124788100000001,125.27060177542516,266.17348393226234,0.092595815216352,0.15404189428571502,"['mp-brbxt', 'mp-ewrpu', 'mp-ewupd', 'mp-ewupw']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
