battery_id,battery_formula,working_ion,elements,formula_charge,formula_discharge,max_delta_volume,average_voltage,capacity_grav,energy_grav,stability_charge,stability_discharge,material_ids,fields_not_requested
mp-756833_Mg,Mg0-1Mn3TeO8,Mg,"['Mn', 'Te', 'O']",Mn3TeO8,MgMn3TeO8,0.084887548857371,2.929402094999997,120.53347075202281,353.09100173859656,0.127949698958333,0.08892425983975101,"['mp-brboz', 'mp-ewgmu', 'mp-ewgmd', 'mp-ewgjw']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-757022_Mg,Mg0-1Mn2Co5O12,Mg,"['Mn', 'Co', 'O']",Mn2Co5O12,MgMn2Co5O12,0.12406618590151101,2.267175589999998,86.33943358442,195.74665627702305,0.09114688048871501,0.19498476151669303,"['mp-brbwg', 'mp-ewxbb', 'mp-ewwvg', 'mp-ewwvl']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-757059_Mg,Mg0-0.5MnP2O7,Mg,"['Mn', 'P', 'O']",MnP2O7,MgMn2(P2O7)2,0.01598891163524,5.205545305000005,111.19383867735156,578.8245648718154,0.22971092924999903,0.07001662892857201,"['mp-brbxr', 'mp-csghl', 'mp-cseaq']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-757060_Mg,Mg0-1Mn4NiO8,Mg,"['Mn', 'Ni', 'O']",Mn4NiO8,MgMn4NiO8,0.049740295469366,2.569693974999997,124.44222272062137,319.7784299607885,0.092861897644226,0.09873919318452001,"['mp-brbxs', 'mp-ewuqr', 'mp-ewurn']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756979_Mg,Mg0-0.25Rb3ClO,Mg,"['Rb', 'Cl', 'O']",Rb3ClO,Rb12Mg(ClO)4,0.08409353866315,-2.2697561799999972,42.68675521560142,-96.88852645475845,0.015160209499999001,0.36151355914285704,"['mp-brbup', 'mp-csele']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756857_Mg,Mg0-1V4SnO12,Mg,"['V', 'Sn', 'O']",V4SnO12,MgV4SnO12,0.004597429504307001,1.892681705000005,99.4906624834537,188.30415670076326,0.039591052499995005,0.13088228451390901,"['mp-brbpx', 'mp-exblc', 'mp-exaup']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-757524_Mg,Mg0-1V(CO3)2,Mg,"['V', 'C', 'O']",V(CO3)2,MgV(CO3)2,0.09280133479496701,2.2192136,274.51491281677085,609.2072279257924,0.078162138333338,0.076762566624999,"['mp-brcpo', 'mp-ewdsq']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-757194_Mg,Mg0-1Ni(TeO3)4,Mg,"['Ni', 'Te', 'O']",Ni(TeO3)4,MgNi(TeO3)4,0.11458378562037401,2.801583982499996,68.25001641312988,191.2081527883865,0.08677432411764101,0.10667160486111801,"['mp-brccw', 'mp-ewvjr', 'mp-ewwcc', 'mp-ewvut', 'mp-ewwgi']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-757065_Mg,Mg0-1Mn(SbO3)4,Mg,"['Mn', 'Sb', 'O']",Mn(SbO3)4,MgMn(SbO3)4,0.051031270462281,3.099445155000003,70.69058396648225,219.1015879790343,0.038389943235298006,0.125730054722222,"['mp-brbxx', 'mp-ewuku', 'mp-ewvco']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-757078_Mg,Mg0-0.5V2FeO6,Mg,"['V', 'Fe', 'O']",V2FeO6,MgV4(FeO6)2,0.01934045997793,1.566596734999994,100.80409823254256,157.91937116571992,0.018971020277747,0.10816953500000301,"['mp-cwrdm', 'mp-brbyk', 'mp-ewxwf']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-757157_Mg,Mg0-1Mn(CoO2)4,Mg,"['Mn', 'Co', 'O']",Mn(CoO2)4,MgMn(CoO2)4,0.121625393791463,2.502301830000012,121.00782955437724,302.7981133382477,0.0664639959066,0.15946545250001,"['mp-brcbl', 'mp-brzvy', 'mp-ewsdn', 'mp-ewsmc']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-757440_Mg,Mg0-0.33Cr(SO4)2,Mg,"['Cr', 'S', 'O']",Cr(SO4)2,MgCr3(SO4)6,0.007905896898009001,5.016193120000023,70.84071023763207,355.35068330992516,0.059153935378780005,0.012318914191164002,"['mp-brcmi', 'mp-brukl', 'mp-ewdjg', 'mp-csfcl', 'mp-ewdnx']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-757916_Mg,Mg0-1Bi12AsO20,Mg,"['Bi', 'As', 'O']",Bi12AsO20,MgBi12AsO20,0.05177571392052,-0.042524104999993005,18.31340606316798,-0.7787612023376761,0.012658082215853001,0.11854382233563801,"['mp-brdeq', 'mp-csfvi']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-757612_Mg,Mg0-0.5Ag7(PbO3)3,Mg,"['Ag', 'Pb', 'O']",Ag7(PbO3)3,MgAg14(PbO3)6,0.019208337317152,1.359570104999993,17.48502920286301,23.772122989264414,0.002839655263157,0.068574710863247,"['mp-brcsy', 'mp-csfzz']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-758159_Mg,Mg0-0.08FeOF,Mg,"['Fe', 'O', 'F']",FeOF,MgFe12(OF)12,0.02729528762895,2.217972509999986,48.09948473913444,106.68333489656403,0.09775046814814901,0.135542478018012,"['mp-brdnz', 'mp-ewipp', 'mp-ewims', 'mp-ewixo', 'mp-ewizz', 'mp-ewixp', 'mp-ewind', 'mp-ewije', 'mp-ewiji', 'mp-ewiju', 'mp-ewipo', 'mp-ewild', 'mp-ewikj', 'mp-ewipi', 'mp-ewiqn', 'mp-ewiiq']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-758123_Mg,Mg0-0.5CoSbO4,Mg,"['Co', 'Sb', 'O']",CoSbO4,MgCo2(SbO4)2,0.109914920948635,2.671156874999998,104.3495456845151,278.73400635831894,0.088283664583332,0.11150201150183602,"['mp-brdmp', 'mp-ewhwd', 'mp-ewgjm', 'mp-ewghq']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-758859_Mg,Mg0-0.25CoOF,Mg,"['Co', 'O', 'F']",CoOF,MgCo4(OF)4,0.23754816640308601,2.414057785000001,133.99769330601325,323.47817469742387,0.14881403083333702,0.30875870615385104,"['mp-breox', 'mp-ewfsb']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-758857_Mg,Mg0-0.25VOF2,Mg,"['V', 'O', 'F']",VOF2,MgV4(OF2)4,0.029611247026981,2.261687650000003,120.7122149975185,273.01332586403277,0.0171076875,0.12536435294116302,"['mp-breov', 'mp-ewope', 'mp-ewvkg', 'mp-ewvgm', 'mp-ewped']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-758835_Mg,Mg0-1Na(Cu3O4)2,Mg,"['Na', 'Cu', 'O']",Na(Cu3O4)2,NaMg(Cu3O4)2,0.009268574044889,-0.32154617,96.31016851438312,-30.968165817854512,0.008579129416665,0.40525764468749903,"['mp-brenz', 'mp-exast']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-758848_Mg,Mg0-1Ti5NbO12,Mg,"['Ti', 'Nb', 'O']",Ti5NbO12,MgTi5NbO12,0.079852095666106,0.500017374999989,97.71947792448988,48.861436838172814,0.033158585277778,0.104467659035108,"['mp-breom', 'mp-ewyyz', 'mp-ewwxb', 'mp-ewxke', 'mp-ewzcv']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-758442_Mg,Mg0-0.17FeOF,Mg,"['Fe', 'O', 'F']",FeOF,MgFe6(OF)6,0.014110744937132002,2.184491514999998,94.14569169046905,205.6604646716355,0.131840393703703,0.207165468947366,"['mp-brdyw', 'mp-ewwuy', 'mp-ewumf']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-758590_Mg,Mg0-1MnV4O12,Mg,"['Mn', 'V', 'O']",MnV4O12,MgMnV4O12,0.038212659244902004,2.987367149999987,112.84790333967604,337.11811938332204,0.06881137661764501,0.08998943000001301,"['mp-breeo', 'mp-ewvza', 'mp-ewvko', 'mp-ewvxf', 'mp-ewvix']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-758518_Mg,Mg0-0.5V2(OF)3,Mg,"['V', 'O', 'F']",V2(OF)3,MgV4(OF)6,0.045093583485714,2.496893324999999,122.36503936539657,305.5324500048209,0.033396008680536,0.12983203699346002,"['mp-ewarl', 'mp-brebu', 'mp-ewplj']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-758652_Mg,Mg0-0.5ZnCoO3,Mg,"['Zn', 'Co', 'O']",ZnCoO3,MgZn2(CoO3)2,0.21874291627369802,2.551780169999998,145.27107477696575,370.6998478904481,0.082076907052631,0.17604348,"['mp-bregy', 'mp-ewfep']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-758950_Mg,Mg0-1V4O5F7,Mg,"['V', 'O', 'F']",V4O5F7,MgV4O5F7,0.026439237838433,2.41871101,121.53300792185588,293.95322433901003,0.029508665624998,0.126634020784297,"['mp-ewamk', 'mp-bresk', 'mp-ewvwt', 'mp-ewohq']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-759110_Mg,Mg0-0.5Mn3(O2F)2,Mg,"['Mn', 'O', 'F']",Mn3(O2F)2,MgMn6(O2F)4,0.16088384649352602,2.292087325000001,96.07607216712911,220.21474725006206,0.068021373333328,0.16369407138157901,"['mp-breyo', 'mp-ewxpf', 'mp-ewxyd']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-759192_Mg,Mg0-0.12FeOF,Mg,"['Fe', 'O', 'F']",FeOF,MgFe8(OF)8,0.012739390515263,2.752195215000005,71.370942051902,196.42676520528732,0.13072241203703602,0.14259789248887902,"['mp-brfbs', 'mp-ewjdx', 'mp-ewisf', 'mp-ewjdi', 'mp-ewiwu', 'mp-ewiws', 'mp-ewjaa', 'mp-ewizi', 'mp-ewitr', 'mp-ewiwp', 'mp-ewjaw', 'mp-ewiwk', 'mp-ewjev', 'mp-ewiok', 'mp-ewivt', 'mp-ewitj']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-759163_Mg,Mg0-0.5VOF2,Mg,"['V', 'O', 'F']",VOF2,MgV2(OF2)2,0.030877693218016002,2.031100592500004,228.89601077143453,464.910823098748,0.009807617499999,0.188429135555564,"['mp-cuwum', 'mp-brfap', 'mp-ewsns', 'mp-ewdtz']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-758893_Mg,Mg0-0.5Mn3(O2F)2,Mg,"['Mn', 'O', 'F']",Mn3(O2F)2,MgMn6(O2F)4,0.196012218531377,1.882839675000004,96.07607216712911,180.8958404944343,0.06814943611110601,0.206894094013157,"['mp-breqf', 'mp-ewxoh', 'mp-ewxld']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-759524_Mg,Mg0-1V6O5F19,Mg,"['V', 'O', 'F']",V6O5F19,MgV6O5F19,0.027313226710829003,3.483532484999988,69.53110095026238,242.21384887805254,0.021258633083339,0.030254813508062,"['mp-brfom', 'mp-ewjbi', 'mp-ewiwy', 'mp-ewink', 'mp-ewinj', 'mp-ewitw', 'mp-ewjhu']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-759410_Mg,Mg0-1V4O5F7,Mg,"['V', 'O', 'F']",V4O5F7,MgV4O5F7,0.013443239720817,2.491047219999989,121.53300792185588,302.7444615219757,0.011137244999998,0.100833129607828,"['mp-evzzb', 'mp-brfkc', 'mp-ewvon', 'mp-ewopn', 'mp-exbcj']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-759555_Mg,Mg0-1V4O7F5,Mg,"['V', 'O', 'F']",V4O7F5,MgV4O7F5,0.015210326683419002,2.656623170000007,123.2085417405443,327.3186667298431,0.01820022111113,0.10537766333332901,"['mp-brfpr', 'mp-ewvox', 'mp-ewvkp', 'mp-ewvgo', 'mp-ewvwy']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-759562_Mg,Mg0-0.17FeOF,Mg,"['Fe', 'O', 'F']",FeOF,MgFe6(OF)6,0.08615064006405401,1.604700714999993,94.14569169046905,151.07565876986465,0.070433670370371,0.21002128894736702,"['mp-brfpy', 'mp-ewxec', 'mp-ewxmz', 'mp-ewvar']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-759250_Mg,Mg0-1Mn6O11F,Mg,"['Mn', 'O', 'F']",Mn6O11F,MgMn6O11F,0.17442018279045202,2.392195030000015,97.65078133204096,233.59971377812664,0.043711397986122,0.11071483215459701,"['mp-brfdy', 'mp-ewyyn', 'mp-ewyim']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
